sample_id	seed_read_id	seed_length	consensus_length	consensus_N_count	mapped_reads	positions	covered_positions	mean_depth	covered_fraction
LFFHG8_1_pcr1_sub5	1754_LFFHG8_1	1617	1611	40	1046 (21.54)	1617	1617	143.025	1.0000
